word
semantic analysis
syntax analysis
translating program
productivity software
productivity tool
definition
block-structured language
block structure
top-level declaration
explicit
exit point
information hiding
program structure
program unit
dynamic binding
static binding
r-value reference
l-value reference
r-value
l-value
addition operator
address-of operator
data streaming
lightweight protocol
lightweight process
lightweight
control flow error
error handling error
missing command error
communication error
functionality error
syntactic error
software error
hardware error
error
error-detecting code
control information
box
firewall service
internet sharing
server appliance
software license
terms of service
potentially unwanted program
software environment
unwanted software
pre-installed
tertiary storage
reverse video
recursive algorithm
sentinel value
storage violation
memory protection
integer literal
program transformation
compound statement
lost
humanware
storage unit
memory unit
static program
EPROM
volatile
bootstrap program
illegal opcode
double fault
general protection fault
stack fault
tricky
bucketing
predictor
linear relationship
outlier
feature scaling
missing value
saturation
unresponsive
TCP SYN flood
transparent proxy
DNS query
DNS leak
sparse feature
dense feature
sparse vector
discrete variable
continuous feature
discrete feature
categorical feature
burst cycle
I/O burst
CPU burst
non-preemptive scheduling
preemptive scheduling
CPU scheduling
stateless
mutable
read-eval-print loop
javascript runtime
fault-tolerant computer system
digital data
computer ethics
redundant power supply
backup battery
triple fault
random reboot
glossary
instruction path length
self-modifying code
write access
right parenthesis
left parenthesis
nontrivial
automatic code generator
aggregation type
cross compiler
composite type
swapping
memory bandwidth
free variable
metasyntactic variable
temporary variable
three address code
optimizing compiler
linking
link time
shared library
language processing system
case conversion
splitting
string manipulation
separate compilation
target code
trivial
feature vector
feature engineering
panacea
proxy
data at rest
data privacy
data protection
classification accuracy
historical data
input variable
dimensionality reduction
IID
independent and identically distributed
dimensionality
stationarity
page source
noise
noisy data
data element
instance variable
member variable
class variable
segment table
dynamic scope
memory management error
activation record
fashion
call stack
segmentation
memory segmentation
memory segment
dynamic policy
static policy
memory layout
software reliability
unicode overflow
integer overflow
heap overflow
address space randomization
hardware appliance
software appliance
generation
family
computer family
X86
virtual environment
virtual appliance
certification
appliance
rich user experience
browser-based application
rich client
mobile web application
native application
wrapper function
inactive account
inactive window
swap space
child process
job
two-way communication
interrupt vector table
compromised computer
compromise
interrupt chaining
interrupt number
MIME type
PID
process identifier
thread-safe
word size
forwarding
delegation
gap buffer
static array
dynamic array
associative container
single-value container
data processing
active process
exit status
graphical object
sentential form
partial derivation tree
parse tree
trail
hierarchical data
proper descendent
proper ancestor
degree of tree
size of a tree
root node
handshake
three-way handshake
SYN packet
SYN
blocking
non-blocking
independent task
asynchronous programming
synchronous
program documentation
locked file
format
software maintenance
information system maintenance
hardware maintenance
intersection symbol
intersect
reverse order
predefined function
reason phrase
status line
driver code
driver program
reusable IP
tab stop
FTP client
command line argument
variable binding
duck typing
software regression
bugfix
offsite
off-site backup
unpatched
cybersquatter
security fix
security risk
cybersquatting
wiretapping
surfer
surfing
surf
tech-saturated
digital format
digital age
mobile user
tech-savvy
over dependence on technology
internet dependence
text region
user protection domain
protection domain
trap
reboot
power up
data classification
database clustering
database cluster
take over
distributed lock manager
parallel cluster
parallelization
symmetric clustering
browser window
tabbed browsing
asymmetric clustering
progressive enhancement
graceful degradation
fail
interconnect
sideload
storage drive
block storage
data storage
IT infrastructure
cloud service
notebook
Notebook document
Jupyter Notebook
Google Colab
specification
executable document
relative link
absolute link
relative reference
absolute reference
AI researcher
kernel space
monolithic kernel
backing store
parallelism
heuristic knowledge
multiple inheritance
single inheritance
timer
cluster computing environment
grid computing environment
distributed computing environment
client-server computing environment
time-sharing computing environment
personal computing environment
computing environment
bitfield
volatile variable
volatile type qualifier
const type qualifier
type qualifier
prefix expression
multi-pass compiler
compiler pass
translation unit
whitespace
space normalization
leading whitespace
trailing whitespace
trimming
workspace
memory chip
parity memory
parity
data corruption
rebuild
disk controller
down
stripping
strip
hard disk drive failure
inspect element
throw
tokenization
mini-batch
batch size
batch
Goldilocks learning rate
loss curve
magnitude
gradient
ground truth
confusion matrix
minimum
step size
gradient descent
underfitting
overfitting
model fitting
fitting
validation loss
training loss
bag of words
convergence
plug
commodity hardware
data execution prevention
non-login shell
non-interactive shell
interactive shell
login shell
shellcode
reverse shell
bind shell
critical section
working set
page table
virtual address space
program break
stack frame
uninitialized data segment
initialized data segment
code segment
concurrency
concurrent programming
liveness
safety
correctness
communications line
dedicated channel
dedicated
single-processor system
degree of multiprogramming
dispatch
dispatcher
catch
raise
event-driven
firm real-time system
soft real-time system
hard real-time system
real-time computing
clean upgrade
sleep mode
activity log
suspend
programming error
interactive program
handle leak
memory pool
computer cluster
server farm
batch job
waste
thread pool
algorithmic efficiency
computational resource
job queue
graphic object
data rate
cost
boost
systems house
turnkey system
housing
I/O interface
vectored interrupt
interrupt I/O
maskable interrupt
synchronous operation
asynchronous
asynchronous operation
transpiler
proposal
Vanilla JavaScript
XMLHttpRequest
Fetch API
WebSocket
HTTP error
JavaScript specification
ES6
JavaScript engine
internal node
rightmost derivation
leftmost derivation
derivation
right-hand-side
right side
left-hand side
left side
context-free grammar
type inference
static typing
dynamic typing
server-side scripting
client-side scripting
transparent program
compiler directive
setup
platform independence
language independent
containing block
relatively positioned element
failover
external storage
internal storage
internal
online service provider
online service
load time
fix
notification
initial value
uninitialized variable
deallocation
memory corruption
resource leak
runtime error detection
crack the code
break the code
strong encryption
reconfigure
system configuration
security vulnerability
memory safety
type safety
type-safe programming language
polymorphic typing
type system
software incompatibility
custom software
generic software
advanced technology
description
headline
bulletin board
digital newsstand
newsgroup
high-tech
gadget
bundle
stand-alone software
newsreader
syndication format
XML sitemap
HTML sitemap
blade
chassis
efficiency core
raw performance
performance core
high performance computing
cache algorithm
cache coherency
memory location
memory reference
spatial locality
temporal locality
wired network
opt-in page
opt-in conversion
opt-in rate
ambiguity
Cartesian product
relational algebra expression
TTFB
Time to First Byte
browser caching
server caching
page speed
network bandwidth
processing power
cache prefetching
web archive
rack server
U space
server rack
scalar function
scalar value
500 error
moved to Atlanta
404 error
hypergraphic
electronic form
live link
dead link
archive site
date format
entity number
entity name
reserved character
character entity
mnemonic
loose coupling
multicore system
clustered system
scammer
cold call scam
auction fraud
donation scam
catfish
online survey scam
chain mail
scam
reveal
harvester
identifying information
doxing
copyright violation
cyber terrorism
cracking
data diddling
static build
interactive website
non-interactive
network diagnostic tool
ICMP
hypertext
HTTP
SSH
connection
interprocess communication
Safe Mode
system tool
network interface
virtual file system
Linux kernel
referenced relation
referencing relation
foreign key constraint
unique identifier
uniquely identify
primary key constraint
relation schema
null value
atomic
atomic value
postfix expression
infix expression
down-casting
up-casting
narrowing casting
widening casting
casting
subsequence
subarray
special-purpose language
custom code
project operation
connective
select operation
relational algebra
garbage
garbage value
lower bound
upper bound
non-ASCII character
ASCII file
sitemap index file
DUAL table
SQL engine
computer law
recipient
return receipt
OOTO
outbox
Sent items
digital communication
snail mail
recalculation
uncompressed data
server chassis
retrocomputing
target value
output feature
input feature
true value
mean squared error
empirical risk minimization
bias
multivariable linear regression
simple linear regression
linear regression
infer
classification model
regression mode
inference
unlabeled example
labeled example
example
binary classification
commodity
block device
binary executable
robust
robustness
program analysis
type error
hardware description language
binary translation
binary executable file
binary recompiler
reflex agent
intelligent agent
agent
remote evaluation
code on demand
mobile agent
email attachment
malicious mobile code
non-maskable interrupt
request-response
message exchange pattern
requestor
data-driven
file handle
pool
connection pool
database connection
spawn
throwing an exception
unchecked exception
checked exception
error-free
legacy
drive letter
drop out
start symbol
nonterminal
grammar
lexeme
semantic
aggregate function
unknown
set operation
row constructor
attribute specification
pattern character
correlation name
data driven progamming
data point
expansion pack
standalone program
standalone
standalone device
video capture card
capture device
audio capture
display screen
outdated software program
intermediate representation
intermediate code
code optimization
multiprocessing
multi-core
compilation time
performance
symmetric multiprocessing
massively parallel processing
massively parallel
evaluate
expression evaluation
in-app purchase
daughterboard
convertible tablet
form factor
identity
push notification
progressive web app
green padlock
stability
off the shelf software
obsolete
legacy device
instruction cycle
context
context switch
IRQ number
interrupt request line
interrupt request
interrupt vector
computer model
hardware compatibility
CPU architecture
software compatibility
low memory
Moore's Law
CPU utilization
memory utilization
resource utilization
resource allocator
computing resource
attach a file
cache line
processor node
local memory
NUMA
non-uniform memory access
local bus
system interconnection
contention
local cache
HTTP response
symbolic mode
owner
absolute mode
other
user
binary operation
search mask
grapheme
grapheme cluster
continuation byte
leading byte
solo byte
DNS lookup
DNS prefetching
link prefetching
prefetching
von Neumann bottleneck
control bus
computer audit
system information
server maintenance
fraud
zombie computer
website defacement
script kiddie
unavailable
concurrent request
overclocking
CPU speed
external data bus
internal data bus
data bus
decoder
decode
rendering engine
ampersand code
numeric literal
escape code
remote application
deserialization
serialization
computer network defense
preprocessor directive
desktop lockdown
system policy
user profile
user detail
tabular format
semantic element
Semantic HTM
message body
HTTP header
request line
value type
reference type
compound type
interactive
online poll
active content
yield
static compilation
dynamic recompilation
software industry
security breach
network security policy
packet capture
trace
instrumentation
free software
mistake
introduce
profiling
software performance regression
relation instance
stored procedure
procedural query language
cloneable project
authorized application
account notification
account setting
native app
user journey
widget
sticky header
interpret
shorthand property
browser engine
extend directive
mixin
nested rule
CSS preprocessor
media feature
vendor specific extension
functional notation
length unit
portable code
mobility
mobile code
dynamic compilation
range check
pointer arithmetic
array bound checking
procedure inlining
jump statement
control flow statement
aggregate data type
client side validation
server side validation
fixed-sized partition
system process
user process
ready queue
external fragmentation
internal fragmentation
variable partitioning
memory space
memory management
closed source
learning algorithm
hyperparameter
joint probability
sample space
outcome
probability distribution
predictive modeling
free text
histogram
feature extraction
assertion
rule-based system
manner
text classifier
open-ended text
sentiment analysis
language detection
theme
topic detection
unstructured text
text classification
screen capture
video capture
capture
terminal screen
ADT
abstract data type
suptype
subtype
subtyping
object-based language
built-in data type
range
type modifier
comparison operator
logical connective
pattern-matching predicate
predicate
clause
data definition statement
CRUD
data manipulation statement
connectionless service
process status
running
sleeping
stopped process
process table
reaping
zombie process
fill
multimedia presentation
PC clone
function declaration
real-time data
read/write
read/write access
read-only access
Public folder
optional parameter
memory data register
controller
middle
peripheral
rollback
TCL
DCL
DDL
database language
database driver
three-tier architecture
two-tier architecture
single tier architecture
concurrent access
recover
data recovery
response time
activity information
identity information
data breach
data leak
data isolation
data inconsistency
USB hub
memory bank
memory controller
programming environment
destructive read
destructive memory
memory cycle
print buffer
keyboard buffer
buffer storage
sneakernet
special-purpose register
device controller
network service
window fullscreen
full screen
distraction-free editor
layered security
security token
virtual device
physical device
digital device
codepoint
qualitative data
inorder traversal
division tag
text formatter
unformatted text
formatted text
container tag
empty element
cross-compatible
mask
network access
special-purpose computer
read/write head
disk scheduling algorithm
transfer time
disk scheduling
write cycle
read cycle
bus cycle
security loophole
critical update
current instruction register
memory address register
auto-Decrement addressing mode
auto-increment addressing mode
base register addressing mode
index register
indexed addressing mode
register set
relative addressing mode
register indirect addressing mode
register direct addressing mode
indirect addressing mode
jump instruction
scalar processor
vector
vector processor
program counter
internal register
constant register
floating-point register
truth value
status register
aggregate type
scalar type
scalar variable
scalar
noncorrelated subquery
scalar subquery
reverse geocoding
forward geocoding
mandatory parameter
key-value pair
block-based coding
enumeration
derived data type
custom data type
helper object
utility class
helper class
URI reference
fragment identifier
port number
host name
scheme
at-rule
comment node
element node
DOM node
parent element
general sibling selector
text node
adjacent sibling selector
child selector
descendant selector
combinator
attribute selector
universal selector
declaration block
rule set
punctuator
member access operator
shift right operator
shift left operator
bitwise shift operator
logical bitwise operator
fixed partitioning
stack depth
non-contiguous memory allocation
contiguous memory allocation
data flow
function prototype
public member
private member
member function
data member
overriding function
overridden function
dynamic polymorphism
static polymorphism
non-homogeneous data structure
homogeneous data structure
object-oriented programming
portable drive
fixed drive
webloc
compiler technology
model validation
validation set
categorical variable
continuous variable
predictor variable
quantitative data
target variable
squared loss
feature selection
clustering
loss
class label
fold
cross-validation
hold-out
classification
scale
precision
device dependent
machine dependent
fixed-length record
variable-length record
fixed length
variable length
character varying
transaction control
sample data
populate
relational query language
equivalent query
rename operation
assignment operation
data register
general purpose
embedded system
cache hit
mouse button
internal command
external command
cache miss
static file
sync
complier
data transformation
clean code
removable storage device
file processing system
spanning tree
reflection
logical data independence
physical data independence
data Independence
logical level
view level
physical level
view schema
physical schema
logical schema
many-to-many relationship
model
flat-file database
handler
mirror site
binding time
binding
mirror
dynamic type checking
candidate function
overloaded function
overload resolution
method signature
social login
inherence factor
possession factor
knowledge factor
factor
authentication factor
single sign-off
single sign-on
UID
GID
user identifier
group identifier
physical location
address mapping
page offset
page number
bare metal server
row oriented database
space-time tradeoff
in-house system
graph database
spatial data
data exchange standard
data exchange
data exchange language
declarative query language
tape
sequential access storage device
magnetic tape
punched card
database user
strong relationship set
concurrency control protocol
phantom read problem
blind write
lost update problem
unrepeatable read problem
concurrency problem
transaction state
write operation
read operation
view serializability
conflict serializable
conflict equivalent schedule
conflict serializability
serializability
serializable schedule
strict schedule
cascadeless schedule
recoverable schedule
upgrade
coding system
testing set
training set
data set
water cooled
high-end PC
low speed device
I/O module
direct memory access
I/O device
interrupt driven I/O
mechanical storage
electrical storage
general-purpose register
address register
user-accessible register
direct addressing mode
immediate addressing mode
stored program computer
fixed program computer
instruction set
addressing mode
administrator
native capacity
raw video
raw file
simulator
physical memory
disk access time
memory access time
multicomputer
time frame
synchronization
distributed memory multiprocessor
shared-memory multiprocessor
descriptive name
exit controlled loop
entry controlled loop
loop control statement
code size
loop unrolling
code bloat
sloppy code
bad code
bloater
monolithic application
dirty code
magic number
refused bequest
data clump
data class
code smell
god object
antipattern
workaround
correlated subquery
outer query
bitwise XOR operator
bitwise OR operator
bitwise AND operator
decrement operator
increment operator
conditional operator
character constant
boolean literal
integer constant
real constant
numeric constant
bitwise one�s compliment operator
specification of functional requirement
database server
transaction management
column oriented database
conceptual record
external/conceptual mapping
conceptual/Internal mapping
language feature
register assignment
register allocation
portable language
"""pure"" query language"
functional query language
imperative query language
schema diagram
programming methodology
list of known bugs
testing document
technical documentation
requirements document
design document
operational manual
user manual
static type checking
type checking
static IP address
dynamic IP address
propagate
propagation
dynaset
secondary key
candidate key
duplicate key
transaction file
master file
addition record
ASCII text
snake case
programming style
retargeting
retargetable compiler
variable-length code
static length code
extended ASCII
bare machine
contiguous data
foreground process
cache server
edge device
edge router
end device
intermediary network device
data originator
transmitter
bandwidth throttling
hang
video display
background process
page fault
email confirmation code
casual user
database designer
routine maintenance
sophisticated user
application programmer
naive user
production code
database architecture
one-tier architecture
distributed processing
parallel processing system
serial processing
parallel database
concurrency control manager
recovery manager
failure recovery
sequential seek
sequential scan
query plan
query optimization
query evaluation engine
conflicting operation
non-interleaved execution
serial schedule
schedule
dirty read
buffer pool
cascading abort
compensating transaction
partially committed state
committed state
terminated state
aborted state
failed state
commit
power failure
mapping cardinality
mapping constraint
CHECK constraint
DEFAULT constraint
UNIQUE constraint
stored attribute
specialized computer
active attack
masquerade attack
passive attack
attack surface
security hole
unpatched software
gain access
file allocation table
cluster
attack vector
injection attack
input sanitization
web application security
least pending requests
hash table
hash key
source IP hash
weighted round robin
weighted least connections
multiprocessor
macro processor
sequential program
instruction-level parallelism
instruction stream
cost per bit
cache eviction
Least Recently Used
sequential file
random file
random access
sequential access
auxiliary memory
memory hierarchy
locality of reference
pendant edge
null graph
cycle
closed walk
open walk
length of the walk
walk
circumference
girth
central point
diameter
connected graph
radius
eccentricity
distance
degree sequence
multigraph
parallel edges
adjacent edges
idempotent operation
media type
representation
safe method
HTTP verb
Web browsing history
HTTP method
endpoint
live coding
code sample
sample code
time-consuming
free of charge
SDK
tilting scroll wheel
scroll wheel
screenshot
scareware
screen saver
XML schema
text box
technical debt
user space
system call
widening conversion
narrowing conversion
explicit type conversion
automatic type conversion
implicit type conversion
typecasting
type conversion
bug-free code
bug free
strict evaluation
lazy evaluation
idempotent function
mutable object
formal verification
invocation
immutability
subquery
membership
IP canonicalization
canonicalization
non-associative
right-associative
left-associative
associativity
ambiguous
right recursive grammar
right recursive production
left recursive grammar
left recursive production
sentence
character data
binary number system
numeric data
digital revolution
digitization
data representation
character stream
byte stream
source-to-source compiler
loader
assembler
hybrid compiler
intermediate program
on the fly
just-in-time compiler
runtime system
error diagnostics
semantic error
translation
executable code
target program
source program
DML compiler
DDL interpreter
data file
buffer manager
authorization and integrity manager
file manager
system failure
transaction manager
storage manager
query processor
physical design phase
logical design phase
conceptual design phase
database programming language
host language
non-procedural query language
declarative DML
procedural DML
storage structure
data manipulation language
data definition language
subschema
generalized entity
counter
surrogate key
composite key
unique key
strong entity
translation algorithm
computational model
von Neumann language
inference engine
logic programming language
declarative language
report generator
report generation
third-party software component
business application
symbolic language
symbolic computation
incremental compiler
macro instruction
non-final state
routing loop
ICMP Time Exceeded message
ToS
Type of Service
IP Option
fragment offset
flags
time to live
header checksum
Total Length
header length
trailer
dialog
session layer
longitudinal redundancy check
two's complement
one's complement
Selective Repeat ARQ
window size
Go-Back-N ARQ
propagation delay
unguided transmission media
guided transmission media
transmission medium
transmission delay
delay
network collision
data collision
collision
CMYK
clean room
circuit
camera raw
CAD
stream
video streaming
burn
boot sector
biotech
least connections
round robin
load balancing algorithm
load balancing
search scope
disaster recovery
high availability
business continuity
power supply
single point of failure
fault tolerance
call coverage
branch coverage
condition coverage
function coverage
statement coverage
code coverage
test coverage
test scenario
test suite
workload
adjacent vertices
adjacent
isolated vertex
pendant vertex
graph
graph theory
epsilon closure
reachable
unreachable state
epsilon transition
output symbol
input symbol
state diagram
transition function
transition table
weight
graph representation
weighted graph
undirected graph
forest
strongly connected component
database schema
sandboxing
RTE
RPC
ripping
repository
remote desktop
Hold and Wait
circular wait
no preemption
mutual exclusion
starvation
race condition
mutex
Monte Carlo method
metalanguage
mapping
keyboard mapping
shared directory
map
metaclass
functional purity
composability
single responsibility principle
code duplication
plain object
first-order function
first-class function
first-class citizen
higher-order function
impure functional language
pure functional language
functional programming
procedural programming
system tray
systray
symbolic link
subdirectory
struct
pad character
null character
no-operation instruction
nonexecutable statement
target language
source language
Hamiltonian graph
euler graph
pseudograph
simple graph
planar graph
bipartite graph
infinite graph
finite graph
acyclic graph
cyclic graph
cycle graph
complete graph
regular graph
disconnected graph
trivial graph
record type
structured type
record-based model
abstract
database system
file-based data management system
conventional programming
database state
data analytics
online transaction processing
data access
web access
front office application
back office application
semi-structured data
unstructured data
structured data
commercial data
management
non-serial schedule
pseudo transitive rule
DFA minimization
partial participation
n-ary relationship
binary relationship
unary relationship
total participation
many-to-many
many-to-one
one-to-many
one-to-one
descriptive attribute
super key
simple attribute
single valued attribute
relationship set
sliding window ARQ
number base
carry
redundant bit
odd parity checking
parity checking
even parity checking
parity bit
vertical redundancy check
error detection
not acknowledged
negative acknowledgement
ping
two-way protocol
bidirectional communication
signal
retransmission
packet error rate
packet error
packet loss
interference
biometric authentication
biometric
random seed
random
RAD
bespoke system
bespoke website
bespoke software
bespoke
predictive text
VoiceOver
speech to text
assistive technology
parse
OR operator
ARP
APM
third party plug-in
third party software
third party hardware
third party
Ad Hoc Network
vertical scaling
horizontal scaling
distributed system
general case
edge case
distance vector routing
autonomous system number
routing domain
autonomous system
adaptive architecture
backbone network
heterogeneous network
exterior routing
interior routing
routing protocol
remote route
directly connected route
primary server
caching
remote router interface
local router interface
Outgoing Interface
strongly connected
directed acyclic graph
directed cycle
directed path
subgraph
indegree
outdegree
parallel edge
parallel
self-loop
directed graph
transition diagram
NFA
DFA
finite control
input tape
ethernet address
address resolution
resolve
name resolution
file attribute
magic quote
device tree
Open Firmware
office
portable software
piracy
RTF
opacity
reimage
active user
registry
memory register
IR
instruction register
register
readme
QBE
PUP
PUM
prebinding
literal command
greenfield
brownfield
minimum requirement
recommended requirement
system requirement
bloatware
disk image
batch process
bare metal restore
backdoor
ASO
software interface
socket
I/O port
PCI
FSB
frontside bus
bus
web forum
MIPS
interactive video
import
image scaling
Illegal Operation
type 2 hypervisor
type 1 hypervisor
hypervisor
hotfix
horizontal market software
grep
focus
frozen
JSR
IPC
golden master
beta release
stable release
noncontiguous data structure
NodeList
NIM
nested function
null pointer
nested loops join
ne
NDA
native compiler
NaN
SNMP
spellchecking
spellcheck
print spool
spool
soft token
hard tag
hard token
SMB
snippet
snapshot
decomposition rule
deletion anomaly
updation anomaly
insertion anomaly
normalization
database normalization
transitive functional dependency
non-trivial functional dependency
trivial functional dependency
multivalued dependency
transitive rule
augmentation rule
reflexive rule
union
determinant
dependent
axiom
functional dependency
entity integrity constraint
tuple uniqueness constraint
cardinality constraint
derived attribute
multivalued attribute
composite attribute
key attribute
relationship
one-to-one relationship
one-to-many relationship
weak entity
intangible entity
tangible entity
entity type
entity set
associative data model
context data model
semi-structured model
flat data model
object-relational model
object-oriented data model
ER diagram
entity relationship model
merge
sequence number
Stop-and-Wait ARQ
automatic repeat request
timeout
acknowledgement
burst error
single bit error
presentation layer
end-to-end
application layer
transport layer
error control
data link layer
physical layer
OSI Model
memory module
defragmentation
geocast
link
channel
congestion
ACID
claims section
access token
API monitoring
API health
web service
modular programming
flat
overloading
overload
overflow error
operator associatively
programmable
program listing
program list
program generator
POD
phrase tag
pickling
pastebin
operation code
Next Hop
metric
sliding window protocol
packet discard
refresh rate
jitter
transmission error
bandwidth junkie
bandwidth limited
transmission limitation
storage delay
throughput
SI prefix
bit rate
transmission time
stop and wait protocol
simplex
transmission mode
physical topology
transmission rate
database engine
non-canonical
canonical
transition
dead state
rejecting state
final state
initial state
infinite language
finite language
language
length of a string
empty string
automata
discrete system
finite automata
theory of automata
push technology
power button
pseudolanguage
pseudo op
prolog
literal string
life cycle
loony bin
LUT
lookup table
local optimum
lexicon
lexical analysis
translator
language processor
hardware ID
label
kit
disk signature
MBR
scripting engine
middleware
reinvent the wheel
NetBIOS
rich text
native file
archive
processor cache
clock cycle
frequency
ANR
alpha software
fixed-width layout
fluid layout
adaptive content
active cell
non-word character
word character
zero-length match
conditional compilation directive
macro expansion
macro template
quantifier
multi-line mode
word boundary
regex-directed engine
text-directed engine
release candidate
alpha version
file sharing
gnutella
dereference
undefined behavior
dangling pointer
reference counting
lag
FPS
file type
file association
favorites
video dimension
export
FAT32
boot disk
boot sequence
emoji
edtech
runtime environment
runtime version
skin
service pack
silent install
central office
cell tower
preference
cyberspace
logical drive
dynamic disk
physical volume
removable hard disk
storage volume
volume
disk mirroring
dedicated host
throttling
server rate limiting
geographic rate limiting
API key
user rate limiting
rate limit
novice
trial period
trial version
lite version
shareware
honor-system
demoware
trialware
free trial
computer system
textual data
binary code
character code
end of line marker
NPC
newline
non-printable character
character class
repetition operator
close square bracket
participation constraint
circular linked list
parent-child relationship
anycast
command line tool
route
dynamic routing
static routing
stub router
default routing
layer
PDU
segment
variable size framing
fixed size frame
routing table
routing
transmit
network layer
Don�t Fragment
frame rate
fragmentation
source IP address
destination IP address
one-pass compiler
compression ratio
bom zip
Zero Day Exploit
obtuse
object module
obfuscation
SRE
legacy class
Java collection framework
object wrapper
driver wrapper
function wrapper
wrapper
wizard
WIMP
waveform
wallpaper
blacklist
whitelist
virus definition
outer scope
database instance
SQL Server instance
database manager
forward error correction
backward error correction
error correction
error checking
overhead
packet overhead
hardware resource
system resource
remote access
remote control
file transfer
remote host
store and forward
forward
pseudorandom number generator
pseudorandom
positional parameter
onmouseover
protocol overhead
directory traversal
remote file inclusion
web shell
backdoor shell
code injection
escape sanitizing
blacklist sanitizing
whitelist sanitizing
endpoint device
physical attack surface
digital attack surface
insider threat
compromised
multithreading
metadata
metafile
MAMP
lossy
8.3 format
LFN
JDBC
ISR
interrupt service routine
software interrupt
hardware interrupt
interrupt
network communication
multiprocessor system
shared memory
fork
header file
trial software
file inclusion
preprocessor
flavor
vertical tab
form feed
serial number
product key
commercial software
freeware
activation key
adserver
adware
address space
liveware
navigation key
special key
alphanumeric key
keying device
line feed
character set
runtime library
DFS
distributed file system
distributed learning system
distributed computing
distributed
hardware platform
runtime engine
platform-independent
intermediate language
input/output statement
inline code
inline element
inline
inherent error
dual boot
PnP
plug and play
drag and drop
donationware
DLC
DirectX
block-based programming
I-cursor
block cursor
binary operator
bitwise operator
bit shift
hairball
connectile dysfunction
dooce
blogosphere
vlogosphere
picnic
open learning
bagbiter
total solution
added value
obsolete element
HTML converter
c-learning
cyberveillance
div
disassembler
restore point
checkpoint
diff
DHTML
object file
DLL
dynamic library
static library
foreground thread
newsletter
this page intentionally left blank
macro
extensible
rate limiting
Secure Boot
enterprise environment
SDS
loopback plug
loopback test
shared state
tunneling
payload
PUT
HEAD
idempotent method
memory footprint
hand coding
footprint
idempotency
open square bracket
close parenthesis
open parenthesis
caret
backslash
special character
literal character
free access
donation
regular expression flavor
regex engine
lazy quantifier
greedy quantifier
hyphen
percentage sign
max heap
min heap
confirm shaming
dark pattern
heap
Heroku
